"np"	"lnLik"	"AICc"	"dAICc"	"AICcwt"
"BM1"	2	-79.5070507641514	163.152032562786	28.7632009238319	5.62655800104747e-07
"OU1"	3	-68.7612723297061	143.801614426854	9.41278278790026	0.00895638408590416
"OUM"	4	-62.9591217018298	134.388831638954	0	0.991043053258296
