"np"	"lnLik"	"AICc"	"dAICc"	"AICcwt"
"BM1"	2	-54.006261705579	112.150454445641	11.8739648048065	0.00255632353224095
"OU1"	3	-50.5023751356993	107.283820038841	7.00733039800612	0.0291334590576563
"OUM"	4	-45.9029507027701	100.276489640834	0	0.968310217410103
