"np"	"lnLik"	"AICc"	"dAICc"	"AICcwt"
"BM1"	2	-76.2753695459073	156.688670126297	25.7047952560543	2.5770641739644e-06
"OU1"	3	-66.4510128149822	139.181095397406	8.19722052716327	0.0163247591141123
"OUM"	4	-61.2566433174744	130.983874870243	0	0.983672663821714
