"np"	"lnLik"	"AICc"	"dAICc"	"AICcwt"
"BM1"	2	-81.9142397680895	167.966410570662	31.9871739292358	1.12606443537836e-07
"OU1"	3	-70.0005747646422	146.280219296726	10.3009826553001	0.00576314895036268
"OUM"	4	-63.754324203066	135.979236641426	0	0.994236738443194
