"np"	"lnLik"	"AICc"	"dAICc"	"AICcwt"
"BM1"	2	-64.7955439188534	133.729018872189	19.0475287031998	7.19534609058329e-05
"OU1"	3	-58.3503556585953	122.979781084633	8.29829091564289	0.0155317008044343
"OUM"	4	-53.1054509668478	114.68149016899	0	0.98439634573466
