"np"	"lnLik"	"AICc"	"dAICc"	"AICcwt"
"BM1"	2	-70.9252648014192	145.988460637321	22.2839427436061	1.42705090448592e-05
"OU1"	3	-62.8830051941585	132.045080155759	8.34056226204387	0.0152126917809003
"OUM"	4	-57.6169648292105	123.704517893715	0	0.984773037710055
