"np"	"lnLik"	"AICc"	"dAICc"	"AICcwt"
"BM1"	2	-65.1614322388221	134.460795512127	20.0569783831007	4.3341018084955e-05
"OU1"	3	-58.0775753750148	122.434220517471	8.03040338844519	0.0177188971354125
"OUM"	4	-52.966614446866	114.403817129026	0	0.982237761846503
