"np"	"lnLik"	"AICc"	"dAICc"	"AICcwt"
"BM1"	2	-60.1543803441674	124.446691722817	14.9755891196848	0.000545578363732838
"OU1"	3	-55.2593375696218	116.797744906685	7.32664230355277	0.0249922200618929
"OUM"	4	-50.5002571839193	109.471102603133	0	0.974462201574374
