"np"	"lnLik"	"AICc"	"dAICc"	"AICcwt"
"BM1"	2	-172.380329691711	348.898590417905	221.031607885207	1.00831489941799e-48
"OU1"	3	-84.9618953965031	176.202860560448	48.3358780277498	3.1915190958028e-11
"OUM"	4	-59.698197148702	127.866982532698	0	0.999999999968085
