"np"	"lnLik"	"AICc"	"dAICc"	"AICcwt"
"BM1"	2	-120.202272411062	244.542475856606	123.036052074581	1.91893716628925e-27
"OU1"	3	-83.92215438178	174.123378531002	52.6169547489772	3.75295579473665e-12
"OUM"	4	-56.5179177733653	121.506423782025	0	0.999999999996247
