"np"	"lnLik"	"AICc"	"dAICc"	"AICcwt"
"BM1"	2	-86.3003659365039	176.738662907491	35.992480514817	1.52282723200721e-08
"OU1"	3	-72.7856443992482	151.850358565938	11.1041761732647	0.00386435711839442
"OUM"	4	-66.1377970786897	140.746182392674	0	0.996135627653333
