"np"	"lnLik"	"AICc"	"dAICc"	"AICcwt"
"BM1"	2	-68.7120890468642	141.562109128211	20.6499141301104	3.1987014422635e-05
"OU1"	3	-60.9851896999984	128.249449167439	7.33725416933798	0.0248760308291123
"OUM"	4	-56.2208033814033	120.912194998101	0	0.975091982156465
