clade	species	ts	te
0.0	1.0	44.127200631292894	42.35448681966501
0.0	2.0	45.087973770289054	39.84280956900192
0.0	3.0	13.892466210139867	11.639792080193747
0.0	4.0	63.770938494855436	61.764734025380946
0.0	5.0	65.67813018301526	61.80412413876634
0.0	6.0	82.37163733962801	65.65446105807857
0.0	7.0	85.66154538391591	84.02171990080407
0.0	8.0	21.167189479736717	0.0
0.0	9.0	19.250363056521426	16.380595472488967
0.0	10.0	28.123816570843832	18.556451908228258
0.0	11.0	6.7864642458012625	0.0
0.0	12.0	24.699795886918295	23.089457073184544
0.0	13.0	83.0164133435656	60.97710498539306
0.0	14.0	76.74368817851072	67.14896915788889
0.0	15.0	44.37879163166773	42.429848323141904
0.0	16.0	6.347079734469427	0.0
0.0	17.0	74.0082564619113	71.98673565305057
0.0	18.0	85.2010307627426	83.69317523896055
0.0	19.0	85.68111877935148	84.36718095804102
0.0	20.0	70.41918533852335	66.2247624309879
0.0	21.0	71.23289996221834	69.6429439698335
0.0	22.0	83.52534525815378	71.98410818777252
0.0	23.0	6.036336631685178	3.534076568657797
0.0	24.0	19.572704923143835	0.0
0.0	25.0	14.111333755112742	11.891322701806207
0.0	26.0	57.37936245475828	54.2820049349845
0.0	27.0	44.1535399363966	42.25304548034518
0.0	28.0	20.934376109710385	0.0
0.0	29.0	20.982640646277133	19.092728226544487
0.0	30.0	28.560175797882906	21.054162357174015
0.0	31.0	54.00516214855295	46.74756654629699
0.0	32.0	60.21699980467685	46.774194650146995
0.0	33.0	69.85950564752663	68.22709249281411
0.0	34.0	84.47897869399698	69.2774483041491
0.0	35.0	45.61815141519587	42.27582980313776
0.0	36.0	21.223829744880142	19.48734382714078
0.0	37.0	28.3940789800405	15.094250605456276
0.0	38.0	44.68881618261714	42.94397804673595
0.0	39.0	16.95746328741395	14.329343635643866
0.0	40.0	74.80213724351954	72.80171313877088
0.0	41.0	67.61998655913726	63.76097630313883
0.0	42.0	84.22874372924785	82.68257092053842
0.0	43.0	8.25845066232398	6.390877046216679
0.0	44.0	20.40398442838868	1.6996179009865011
0.0	45.0	59.404218301830554	34.83101229410013
0.0	46.0	62.92985648965867	48.40442251270229
0.0	47.0	69.3402196099194	68.17542398838172
0.0	48.0	34.11017575890748	27.04452094515915
0.0	49.0	6.755096491694942	0.0
0.0	50.0	23.521595190118237	21.847642189813897
0.0	51.0	23.389674954920704	12.020941232919945
0.0	52.0	50.25575218722907	40.216112997254946
0.0	53.0	76.80881645066762	66.45121509678582
0.0	54.0	66.96376570628767	65.88298555150344
0.0	55.0	96.36023685050412	94.70511317975246
0.0	56.0	77.26162016178783	74.20053841158641
0.0	57.0	131.169883994452	129.8120443445016
0.0	58.0	99.78460302240588	94.66615045662466
0.0	59.0	106.64928587504856	93.46213082419715
0.0	60.0	110.96150491976063	97.7698396881485
0.0	61.0	113.23573132966446	94.72083984158667
0.0	62.0	69.39921650439892	68.30100356188127
0.0	63.0	90.85122668873242	71.5755773709494
0.0	64.0	75.64666118551033	73.61796394161766
0.0	65.0	6.09725396185627	0.0
0.0	66.0	26.016709438779426	24.334337555416347
0.0	67.0	44.38124420139111	42.576386728767424
0.0	68.0	5.98244052436176	0.0
0.0	69.0	17.056481929492186	14.479800035425091
0.0	70.0	5.7804006442144225	0.0
0.0	71.0	32.01557548620285	30.81806554631452
0.0	72.0	6.026048939732472	0.0
0.0	73.0	64.50883570753878	59.56635385051443
0.0	74.0	75.11576514436676	73.10575714095576
0.0	75.0	49.76819628674945	38.08704282577966
0.0	76.0	45.055052935889904	40.012565517329605
0.0	77.0	26.885119303404547	12.92866248711779
0.0	78.0	6.647069908431561	0.0
0.0	79.0	14.257431561551783	12.115336501923148
0.0	80.0	67.05812453077864	66.08657387003416
0.0	81.0	74.52322523698085	67.56872614938588
0.0	82.0	77.0416487962475	74.16920593293163
0.0	83.0	6.795132773584358	0.0
0.0	84.0	66.13748750822396	49.13121281090522
0.0	85.0	34.083343064816646	14.136488059357257
0.0	86.0	67.553424595593	61.50679839365826
0.0	87.0	73.79184864425932	66.64198194660757
0.0	88.0	66.21755305945307	44.16854820539785
0.0	89.0	74.29146741813503	72.27104446388624
0.0	90.0	18.6801916328899	2.4397621769270708
0.0	91.0	53.55729556626254	49.75514212311013
0.0	92.0	2.0021293422402286	0.0
0.0	93.0	62.81519185128194	61.71380912902929
0.0	94.0	83.04910953984064	70.90236585967075
0.0	95.0	54.16385606673247	39.90345777522273
0.0	96.0	53.81203288445261	40.37441020898324
0.0	97.0	75.383090774838	71.42593668739246
0.0	98.0	44.30139145791095	42.39909113532218
0.0	99.0	18.92187621546835	0.0
