it	posterior	prior	PP_lik	BD_lik	q_0	q_1	q_2	q_3	q_4	q_5	q_6	q_7	alpha	root_age	death_age	hypL	hypM	lambda_0	lambda_1	lambda_2	lambda_3	lambda_4	lambda_5	lambda_6	lambda_7	lambda_8	lambda_9	lambda_10	lambda_11	lambda_12	lambda_13	lambda_14	lambda_15	lambda_16	lambda_17	lambda_18	lambda_19	lambda_20	mu_0	mu_1	mu_2	mu_3	mu_4	mu_5	mu_6	mu_7	mu_8	mu_9	mu_10	mu_11	mu_12	mu_13	mu_14	mu_15	mu_16	mu_17	mu_18	mu_19	mu_20	tot_length	Acrosqualiolus_TS	Angoumeius_TS	Centrodeania_TS	Centrophoroides_TS	Centrophorus_TS	Centroscymnus_TS	Centroselachus_TS	Centrosqualus_TS	Cretascymnus_TS	Dalatias_TS	Deania_TS	Dracipinna_TS	Eodalatias_TS	Eoetmopterus_TS	Eosqualiolus_TS	Etmopterus_TS	Euprotomicroides_TS	Euprotomicrus_TS	Hessinodon_TS	Incognitorapax_TS	Isistius_TS	Megasqualus_TS	Microetmopterus_TS	Oligodalatias_TS	Oxynotus_TS	Paraetmopterus_TS	Proetmopterus_TS	Protocentrophorus_TS	Protosqualus_TS	Protoxynotus_TS	Rhinoscymnus_TS	Scymnodalatias_TS	Scymnodon_TS	Somniosus_TS	Squaliodalatias_TS	Squaliolus_TS	Squalus_TS	Trigonognathus_TS	Zameus_TS	Acrosqualiolus_TE	Angoumeius_TE	Centrodeania_TE	Centrophoroides_TE	Centrophorus_TE	Centroscymnus_TE	Centroselachus_TE	Centrosqualus_TE	Cretascymnus_TE	Dalatias_TE	Deania_TE	Dracipinna_TE	Eodalatias_TE	Eoetmopterus_TE	Eosqualiolus_TE	Etmopterus_TE	Euprotomicroides_TE	Euprotomicrus_TE	Hessinodon_TE	Incognitorapax_TE	Isistius_TE	Megasqualus_TE	Microetmopterus_TE	Oligodalatias_TE	Oxynotus_TE	Paraetmopterus_TE	Proetmopterus_TE	Protocentrophorus_TE	Protosqualus_TE	Protoxynotus_TE	Rhinoscymnus_TE	Scymnodalatias_TE	Scymnodon_TE	Somniosus_TE	Squaliodalatias_TE	Squaliolus_TE	Squalus_TE	Trigonognathus_TE	Zameus_TE
0	-3638.4281948264884	-226.59084768977874	-2285.2933433922735	-1126.544003744436	0.683411171815296	0.683411171815296	0.683411171815296	0.683411171815296	0.683411171815296	0.683411171815296	0.683411171815296	0.683411171815296	1.0	130.20054419404022	0.0	1.1	1.1	0.5417044291583195	0.5462715009021692	0.1676369430954291	0.2752543296764606	0.3401171683320353	0.23722590955889777	0.970188929779661	0.21754832311454295	0.6663464067196785	0.18239701206709558	0.14478562543814535	0.5456853188081315	0.21007564197054066	0.1419798412858328	0.15963553139279588	0.40791691822316656	0.23550663357023635	0.4743729311192221	0.3282198683405434	0.5323259760846843	0.20213780727214292	0.294640525780674	0.2577765906071878	0.39776549826970387	0.12156278303729534	0.1157709754273546	0.291490071006752	0.6365404154033839	0.18798640740088077	0.15220319160489856	0.14801890011612667	0.235133453616869	0.16453366039951592	0.31240802189939615	0.264584719628021	0.3616732175265469	0.5250140980959789	0.5115626522716269	0.42014879390859927	0.21622920189769157	0.18077729063508124	0.6695210297952374	1555.0527616558143	43.46109894188835	58.40569426577955	63.201022641236676	91.87970692469804	72.98487919047938	90.85289458257485	24.505663738496715	103.72910671689183	84.88249867246235	60.10904019122778	66.71451907080181	26.95706364545155	63.20174409098054	86.62708838171584	58.25202147043415	44.80331651598683	54.787876172370176	17.619770279062703	73.91600062286176	87.70258897010379	63.55126542678488	71.72351806576862	70.45833358620578	51.56674980681375	38.68798597138729	47.389267403997664	77.97062848821749	110.47083098411767	130.20054419404022	93.79450816720849	90.52410735275768	45.14678825080499	28.58755880474901	28.712811658816705	112.07456665090538	44.87957039835725	97.76047452983283	52.47824828020348	21.616520505018052	43.35711144273626	3.4179781418703943	61.45078137182753	67.13579287426414	0.0	0.0	0.0	61.06062014953846	66.09172856971337	0.0	0.0	22.528924577642236	48.92573620504287	68.08998304342403	1.5940244511147643	0.0	0.0	0.0	73.77222465645833	60.62757252178414	0.0	51.373017691723184	70.33710193674315	5.02212792691436	0.0	11.658440962036535	65.00037753593325	67.41381638556646	70.55982256439043	62.82620553261686	0.0	0.0	0.0	0.0	14.891723414336948	0.0	0.0	0.0	0.0
20000	-2706.104576550291	-224.72404263504785	-2215.6547827543905	-265.7257511608527	0.5996298210697353	0.39270114803400724	0.5478014328681162	0.17929550303258115	0.20328719971847334	0.5158871134885902	0.9911466431912583	0.3884258280139093	1.1357852729944733	130.6623205217871	0.0	0.2704627178688228	4.169182433696769	0.08439131634879006	0.03690541695364356	0.282337221580991	0.04252880832578074	0.01795945486857696	0.1033582159252691	0.025257085039356517	0.00824034051382277	0.02396037195451968	0.1000486357656787	0.010511308228577319	0.19446264779777572	0.0403255125889925	0.012177911614740649	0.05871882760544275	0.03517775316488404	0.004582111306815224	0.006801980721530081	0.03985780532570045	0.004212956933545355	0.016328510627419433	0.00010808803973819456	0.0060857644417431815	0.006154996085693948	0.004878132196481415	0.0091441359923914	0.011232405168977288	0.012117767093150766	0.1024201691490426	0.13348705543282738	0.02378418943630038	0.005750653329744247	0.03672953219048936	0.04232345841890993	0.01350100865641396	0.006525456335649802	0.0008959528601173872	0.0029111702720747107	0.01331432658035005	0.04015286851968092	0.024466441283826922	0.003970140060161825	1566.0176621452556	43.43385618863633	55.43187332230731	63.297309343411456	92.64844054836087	75.78890273024484	90.20531935321218	34.99084922027311	105.87621520191615	85.21757569310012	58.71778360320955	64.09437841741548	27.66190917425478	63.90196599208843	85.35319270899699	56.899397208619185	45.87595057468545	45.36700537434192	18.042013801205986	74.28746961048373	84.36172646696302	59.20643258084908	71.52473920988838	70.57889849305244	55.85981783906124	45.69102949815393	46.45639519404987	75.30764995134757	110.42973517608696	130.6623205217871	92.20372871355593	87.48678591306543	47.17269063691123	32.43643598693459	31.40565024616556	105.90002328049808	45.14794985483102	98.82771837201507	57.70671545428887	30.74060550746511	43.23674917894383	6.49376015677182	60.283982974997556	65.17622079538587	0.0	0.0	0.0	64.28574486452311	65.02477324291239	0.0	0.0	21.710002152278417	47.788417630626896	68.08175605477236	11.715843890676293	0.0	0.0	0.0	65.96006241434041	63.91275336152235	0.0	46.457335907939466	69.88380577086257	11.67086330832392	0.0	9.265763539882215	63.44314889891267	64.63389262723223	69.49803557542384	66.73903712807699	0.0	0.0	0.0	0.0	14.91884534407364	0.0	0.0	0.0	0.0
40000	-2696.2245258574726	-223.90789726224028	-2205.8087184482793	-266.50791014695324	0.2165032260679651	0.34813504497400766	0.620342150783834	0.21958576783596345	0.22497636382559957	0.5478417153794078	0.9996827889685611	0.32801399874758347	1.4764157311407384	131.05011636760793	0.0	0.36827449642178556	10.193637930066068	0.19842958289105825	0.19713264791730578	0.1614845397191002	0.005173259074794346	0.0414769310656515	0.037495799228230924	0.044062788878168536	0.005718159481132027	0.038339243148851336	0.11492259855617468	0.03882363623921109	0.1324184594018519	0.033593789801027535	0.001823921055838688	0.03927678584031181	0.027646344671349243	0.006282438004733296	0.020401701184709502	0.002819873598559565	0.004336564456516708	0.019273638911162943	0.0007630175882878722	0.026096744978959988	0.027007767357594956	0.0024007941717304987	0.06489250796229776	0.00022175994130533956	0.00405082058297468	0.28677938860888935	0.097038188240396	0.007528356505208152	0.04271398936659956	0.012588881440296813	0.0004961320601843363	0.010359406058758073	0.004443149022823881	0.022803496134835403	0.01702630527868149	0.0118543671683471	0.05157677753690442	0.0014606060658938617	0.018101812535815547	1510.0075901654247	45.18798957262015	45.62730016266756	63.05448989516105	90.39077649034695	72.40236742580647	82.49391650787214	34.249466090011104	97.98483993289395	84.64777564839436	58.51585382979661	64.03555063179783	26.623327181066934	64.46439560253127	84.14674866277396	52.63587448987573	45.766693811330335	47.34397901288428	18.13697777138989	74.8791357181364	86.01557183525325	59.2592566820055	70.14650917209761	72.52075076159475	50.373807146389034	48.91173826839119	48.296037252981	78.86814642060538	119.62692492967858	131.05011636760793	94.93655338669643	81.79175789253854	50.291065091120345	33.474759143774385	30.081714097460026	95.20370335551647	46.109388319690794	97.55686306398805	47.82060314440909	32.048928930459205	42.81343001933027	12.538447769169306	59.48747922488532	66.81605255310586	0.0	0.0	0.0	68.72656169431382	66.20848603200055	0.0	0.0	22.282785977176896	46.57576150228865	66.39881687388996	11.918017847623313	0.0	0.0	0.0	69.81738808921925	63.198627016504666	0.0	51.268149801644576	68.53876516037549	10.528931675292114	0.0	11.030400579161732	66.05986698419545	66.00362869905545	65.73725377215423	66.56638395060202	0.0	0.0	0.0	0.0	14.448828312200703	0.0	0.0	0.0	0.0
60000	-2712.0518853518843	-226.45214319747274	-2216.631942538523	-268.96779961588845	0.23205431462505108	0.28182377613852333	0.6985853552582983	0.2153837965171303	0.17910036975709367	0.6156054581654578	1.266228468869407	0.15106002457735657	1.0622960668393504	134.10479583445638	0.0	0.4229493087714391	16.439688771310013	0.11118131353050252	0.42573888660859394	0.0406576037595554	0.057631516453232896	0.030125606598437448	0.07907737236870019	0.03317827226784516	0.02751306824148909	0.042534548545506604	0.11460330780598307	0.11580582193476788	0.09882770381559967	0.0054633042936563184	0.0013816857886682818	0.05405272172889143	0.018845734556342246	0.019982415330378565	0.016520900552239058	0.01961363858291004	0.004667158208626328	0.04319285487834871	0.06862035564239902	0.12474997110253808	0.09899817610285347	0.021158653180738465	0.004282653214865517	0.021286226561571194	0.00973295318045571	0.14457274564656178	0.018124720829251404	0.009906169236922545	0.009110451783811636	0.02935950047693381	0.008364313001972481	0.006986462287125136	0.023133962674475747	0.001716790433500859	0.019795351346525547	0.001576845693887442	0.020921231476194898	0.019175925076744524	0.0061524316457809685	1533.4227333762913	51.277457384567384	50.713155725819796	63.13148544402235	89.78362015566974	71.79421301720103	88.0101040538406	30.45512421846974	92.03117435661783	85.69414975652256	58.5376994657359	72.9141144977995	28.45410023580832	63.11532108978598	85.92969377603305	50.63255124716654	48.47662036773519	44.66909580797109	17.639144695894835	74.51662745619224	97.18644934430839	59.21801530651444	71.72721265963679	76.99559015012818	57.88987218343589	58.94813310470968	51.566517912809076	76.12200876083507	96.05256921586125	134.10479583445638	96.39118841432328	75.84038803657769	49.311002860021965	33.06417935090623	29.510238537503568	96.12410028239769	45.57544336476459	98.74582495036408	50.883486661602426	21.757817527678004	34.25518692444775	12.632639639464989	60.12316594360262	67.00263382153169	0.0	0.0	0.0	66.7478657571663	65.94801041433452	0.0	0.0	22.508744419546115	45.95176777560857	66.7815019026323	12.813029196177897	0.0	0.0	0.0	69.8598720139505	59.674529809003516	0.0	49.84690305496812	69.9310223622084	13.518914187642942	0.0	9.241343865746627	65.92558023643917	67.00293308329921	70.43936224914437	66.44285134437771	0.0	0.0	0.0	0.0	14.719695834103888	0.0	0.0	0.0	0.0
80000	-2689.9319381183	-223.73913005356596	-2206.6438984524143	-259.5489096123197	0.5801459600033481	0.29822992993101827	0.5455894232228625	0.18651700481962402	0.20799952562048757	0.5073803991954128	1.055195506968382	0.1986221480879449	1.1070915397451004	130.80094261582167	0.0	1.0898459867297774	12.50942071399944	0.09738343321240192	0.4824519618602072	0.09825339113205792	0.06424976463452564	0.0010423456250646921	0.05789551573493818	0.12405839392734688	0.010590809058654966	0.0768324949679777	0.06831124982229726	0.05529055731585803	0.1985362169380806	0.008085309961439524	0.0030109734588050995	0.009012971124783276	0.01154497563501942	0.00445188910186663	0.010602870859059902	0.0021730132759185494	0.011019409725784492	0.01988399757153724	0.027397741922757023	0.005723011090076279	0.07689195749385004	0.023199688840225965	0.015240044993030406	0.01900275801628214	0.0300543841534654	0.16994051725307907	0.01542872842343928	0.03680230891711534	0.03912026408299611	0.015572036811034355	0.029575856567898906	0.006992901376345813	0.020148845935521	0.0030182347021944183	0.010751240496829526	0.03610845305843516	0.0327390105412506	0.005264962187623179	0.019212964146884726	1490.3736629651958	46.32920882739333	46.330075315840226	63.97312448742185	89.92327672071755	74.02354685445705	86.70888655942981	29.243950467510707	97.7008881806429	85.22650095460783	60.154176682915974	70.0963690644161	30.457546244226215	64.69231697146166	87.04079513815236	56.012507439800544	47.6727148473222	48.58718457073137	18.094566242778086	74.48953537382198	95.00931536896186	59.126507733349314	70.45975398486092	70.49827557750565	52.894508003118275	49.07820885097513	47.37440553714145	77.46891298900326	95.01821518941877	130.80094261582167	96.98446426858412	76.65550218143099	46.86639744610871	25.98210752935223	29.95216783682309	96.36884182183015	47.592167231995965	97.93925398904689	45.29133900618555	27.33433608077569	41.24141298780116	12.608269025983509	60.28756479192224	65.25979914876315	0.0	0.0	0.0	67.73456493430375	64.91812509447938	0.0	0.0	21.250935066295735	49.22630312735586	68.23265870215397	14.825124785776515	0.0	0.0	0.0	73.17236248583126	59.5265203068271	0.0	49.38021710672618	70.36740350041067	12.235610166803804	0.0	12.486921092697115	65.8217009297277	67.14698743491434	67.31289141326383	66.96275068820273	0.0	0.0	0.0	0.0	15.081008430501871	0.0	0.0	0.0	0.0
100000	-2688.427942359666	-223.32270956953704	-2210.101129548813	-255.004103241316	0.625074074561782	0.3202083366860501	0.4626492991483601	0.17781043286838888	0.22601635228885264	0.5493259432752298	1.3744975239997737	0.36204374307038745	1.0848887702622159	129.8534152000675	0.0	3.6919626416126405	16.44804345042131	0.09366470506868067	0.5530704686015339	0.0196307823356453	0.03004960364935527	0.02450982061031353	0.014068617147022417	0.009121459136918888	0.029494883568865697	0.11276963568909215	0.04891186367985302	0.03409087783552331	0.16599324149899203	0.001273998919373652	0.0016690561711135874	0.05790681581888342	0.0668268879464932	0.01087492172743921	0.014951325479707133	0.011430427995227806	0.011078265343737253	0.003049302258236257	0.006269083738761959	0.06767026203713626	0.007999656351898365	0.0675052783111662	0.021214016231142534	0.026345342666846946	0.005171924054278335	0.2394910757594916	0.048490579074481774	0.021421417711158786	0.033030515645217716	0.03800072293946328	0.03247035534429251	0.018872116517266908	0.0012452444250123952	0.016271233070390002	0.006372162599816888	0.016165868229195083	0.03608899390798917	0.0133925999201032	0.022203912888081916	1494.2404034961555	45.681032381469656	52.560799231329575	64.1465114902014	89.38062678575263	73.78967879006912	88.38833942907662	27.401903472747314	97.3044548107472	88.09867793452683	58.76859192034572	63.452215612038245	28.57576534074917	64.74334682098998	84.5946708114347	48.9142228678013	47.093425462770696	47.15080306852185	22.260041991305645	75.91984982106419	97.28228972113062	59.88796870403325	69.86395654775112	75.64390629829194	52.7448424807885	45.223280745317815	48.56874163541248	77.58648568327824	96.43224746520977	129.8534152000675	96.4723235291097	82.92537339250386	46.2109206080602	26.501775412980486	32.36896984961868	95.61384809040136	45.276404185850694	98.12927083944659	45.849758185526156	32.83405334740013	39.47148706131219	13.238665606555985	61.55613107105751	66.48303139039095	0.0	0.0	0.0	69.42653433423243	66.24946230512516	0.0	0.0	22.553772802984	47.12058461378353	67.785689110983	14.69357232074538	0.0	0.0	0.0	69.74670614656671	63.5155679523258	0.0	50.31732791264912	69.98476913415983	12.928206200917177	0.0	12.684842444800035	65.42829636793988	65.54006823817937	67.8877646400411	66.86538982073314	0.0	0.0	0.0	0.0	15.776516993483048	0.0	0.0	0.0	0.0
120000	-2689.110496121363	-223.34782893080865	-2202.495244731852	-263.26742245870264	0.24176797906302838	0.2771511636648513	0.543654472783079	0.20613689976848604	0.15245146435821222	0.48160293292242845	1.147036886146897	0.3236274959469627	0.9792347472510184	129.93897047959754	0.0	10.69736043053445	10.460775277667821	0.10403969249512006	0.46555308773840653	0.22238582515601274	0.09579148801906753	0.006451204796902653	0.020451505981362	0.056561569588069426	0.022972390199082815	0.17361056957257387	0.09241536837579557	0.060779331455630276	0.022352091370182972	0.018407140337936032	0.044573904589270144	0.02191474879345298	0.016656845692109873	0.02980445248007284	0.007365023519860159	0.0006137408083004918	0.02597538065598104	0.0074662674233172445	0.0033266387526191604	0.07727313657208427	0.052934797888938186	5.427974471711455e-05	0.01168503705246957	0.0016025117792243591	0.024950019568682633	0.19247303174328378	0.11143096474178309	0.04150886373456738	0.05416485288459757	0.010920070051071422	0.010709449263538026	0.028308624653330283	0.0030502090270826013	0.0009331691671292079	0.008878534877869259	0.00650043289594577	0.02046278297614819	0.029283787845997458	0.00776592750093595	1523.2647033573155	47.62134529935871	51.1641454520337	63.02048404100824	91.98850722453216	71.81662533859185	82.62427970399865	26.45471513002353	88.85249087700443	85.50792795191799	59.10491384453533	63.32482489697183	26.823478172636236	63.025081052541246	85.54807724921014	55.51760363875611	44.870551326112576	50.72833427210889	20.693853195809957	73.92095522244496	93.61739015928696	59.89976672947867	71.78416830644727	70.63971966306899	54.603009749142686	56.02417931629421	50.37222612620046	75.33121794256635	95.01223881580911	129.93897047959754	93.89744948954284	87.07235751130831	54.86966396197721	27.52253790391747	35.59141845563307	96.21281118999732	51.88707542280813	98.35448929162119	49.28306432539904	32.90356161054379	43.277982093906694	11.806750089944316	61.141312053727255	67.01394135464085	0.0	0.0	0.0	66.77689474075659	65.87458612510035	0.0	0.0	22.247524690017908	44.87283419127843	68.03337449512384	6.829643170161137	0.0	0.0	0.0	72.20455627771616	62.794006196776664	0.0	50.21521422436409	68.36197250600065	10.030341873332835	0.0	12.540715972552364	65.75607554399126	67.47042339384524	69.28773068499015	66.66719488747665	0.0	0.0	0.0	0.0	10.95773241721808	0.0	0.0	0.0	0.0
140000	-2694.6179150226008	-222.8398106124659	-2214.7811885011038	-256.99691590903103	0.20219631454142348	0.23155059757925261	0.5037741713532496	0.1662532026181133	0.15020712788322046	0.49668925433181665	1.0320677817229782	0.26184567565932126	0.6085048321189231	129.87779598800898	0.0	10.044174275993601	15.736607185423157	0.14850315026267383	0.4470576397656213	0.13309531850753367	0.2566312960961455	0.019862131553658798	0.04628070844409362	0.05505997955898431	0.03994384271783919	0.08042323351189679	0.04777254953829174	0.05113637551423566	0.06706392187336181	0.0027901376804950373	0.0047032813548081535	0.0071136652669458525	0.10898161695288651	0.0041886625264609114	0.03027100325520942	0.0015900296510065709	0.007781093198017527	0.002535599809894957	0.0029360601149397377	0.07198303165109368	0.011008420942039281	0.003384680856008394	0.025588407670611865	0.05976198679976601	0.014392031894586287	0.149667908409783	0.21008516930958657	0.016901022330045375	0.0019246551238228547	0.030171110799030218	0.0050851086371626365	0.03411268749930176	0.007823674290638984	0.00825972788258036	0.007404343482492942	0.000980384374986595	0.03442166136581987	0.008910176585198614	0.0031411161367446553	1504.7242230847908	53.39624992892317	49.10770552458736	63.80822241509144	89.3362560303658	74.00096671246817	86.10180671018631	26.056612884938122	85.4575450083492	85.6976228698649	58.60361509892474	64.66605464713174	29.328266233822244	66.7305168160247	84.5201883863708	45.01356747698712	51.35884065405849	52.59601750066008	17.70929836361818	79.10139581793106	86.74585619065971	60.16924520392988	72.41604233887428	71.86066257567215	50.540974901838574	51.91858434891554	48.37120271788769	81.62024165321206	98.13023836959373	129.87779598800898	91.16483656729818	85.85331127515715	45.454661760558814	26.712575406622086	29.885084771977965	95.38634850306327	51.24307328591611	98.0987873073626	53.21734975959953	26.285381831584395	41.11740309830878	13.516208921251767	60.41783136859452	66.47055249110562	0.0	0.0	0.0	68.88373603222131	65.27406063881497	0.0	0.0	21.769587182169314	49.065855327786366	66.9373720965785	13.486300599326604	0.0	0.0	0.0	66.30689618832682	63.50333032059818	0.0	46.3467474613493	67.95098702594193	10.981346029235873	0.0	12.707484891233399	64.95240354675401	66.9259344909502	69.04898707938298	64.98446660136716	0.0	0.0	0.0	0.0	12.171289361947863	0.0	0.0	0.0	0.0
160000	-2709.2752407947582	-224.26621560975792	-2215.4350171382484	-269.5740080467517	0.8001252765348383	0.3229817202036195	0.6065726393949334	0.1966475328711162	0.16247170191836663	0.5042327090758305	0.9865076870331626	0.31225366803879057	1.2826907208428562	131.35433537984107	0.0	6.005573057643692	8.82478758966187	0.002856452561142326	0.7649903508655967	0.02251121127361436	0.11503412757346133	0.012620855819814224	0.03799096696335683	0.04862530419821289	0.029804049300957387	0.07844302687042985	0.05275531665062906	0.0573402022819713	0.05591833251665481	0.01791855845571814	0.004068607912132764	0.007793796307364966	0.050244401675508	0.037731881147489446	0.005722385451645779	0.008424906580226899	0.0050125060325257355	0.030533387275523703	0.00019412747469991904	0.039625312325129315	0.033527449132555585	0.054121832180001474	0.014198515543931645	0.03476471277521052	0.011050635123978794	0.21923728493476155	0.005669638971486251	0.04555151022672413	0.0037357882753973636	0.04103748531080776	0.04200628403670216	0.014503131841986785	0.02529015150474495	0.026792949379330706	0.006935391155471782	0.010298318152867662	0.053655368532014996	0.02373436112306384	0.03667075073547031	1525.1929281155606	43.78055565054468	44.41864271492583	67.60115169970099	89.28264274744976	72.80461117899885	95.31700208208527	42.681626872632265	87.10472815922085	85.18426406157553	60.10753402367118	65.64493471965451	26.563088045697953	62.9042302642737	88.36019937754999	49.20308476504077	49.5343008011563	48.76281260743122	20.387670979731244	81.93957228198812	85.36897202931165	59.12170206747779	71.30770587808249	71.8628838774555	58.389833887231056	49.95752034830203	54.375510603631895	75.65557920525875	95.1473473184683	131.35433537984107	95.22955660958104	75.74168414286052	47.87769199486113	25.905019033748644	40.755968095567404	96.5684068724685	52.328257841149686	97.57122757101536	48.87462839463481	22.111463727835815	41.520382169867915	7.149225203287215	58.891754141573266	66.83685194349506	0.0	0.0	0.0	69.31989765231208	66.16790502800548	0.0	0.0	21.877779037293468	39.30756709835276	68.02224415199916	16.017274940636554	0.0	0.0	0.0	69.75591982116089	62.56073239282169	0.0	49.58584842594422	68.61046711875993	11.11385242547618	0.0	10.459518798344071	66.12597089385075	67.48960807713705	69.28622748347811	65.91397340463801	0.0	0.0	0.0	0.0	15.882019588118244	0.0	0.0	0.0	0.0
180000	-2691.7986245228826	-224.6060785163432	-2212.085325945528	-255.1072200610115	0.5029500546418441	0.3675265822740895	0.713608399267307	0.23118751388672662	0.2289102059164507	0.4984563163060837	1.3135392801571817	0.1955727030323795	1.5561795211801515	130.69779424655792	0.0	12.163607920977896	7.893406168007262	0.09444539187327253	0.843974614486214	0.1990539414404614	0.11015194209198582	0.02085038428036204	0.025018253537061108	0.04581887685921429	0.03007707239826415	0.05048996430304439	0.03940913098370576	0.01664570947652444	0.08031777227683062	0.07511792383185695	0.022834781914947595	0.00019542831026191058	0.03845028316290299	0.010810323969194374	0.01463066301026061	0.008313619532501098	0.00015773182830869356	0.0014047737597950736	0.005015686700119202	0.008448906732724358	0.181711782686818	0.015801273525578394	0.011417795526878488	0.008695033423298647	0.015985217225659692	0.08982858462643548	0.13731240173005754	0.0009527313508987842	0.015185766109800772	0.012219933872884902	0.01886776894099093	0.013310841282913486	0.00318707502354453	0.002349274029235074	0.005696437902795525	0.006519819394608873	0.07712799603357877	0.023437327928958463	0.003661030834572616	1501.0221311175524	43.48834144870249	49.93152050430036	63.17554615205269	91.14812898986266	71.7997372822739	85.4077972642976	40.33523678361405	88.9741145322611	85.85119869784009	59.384477259060596	63.237964487025906	27.727682634806342	68.08899509979987	90.74642714979615	49.952823715920864	49.93750807231027	45.579563235791994	18.483146940293036	73.8737978858626	88.07507070142036	59.21818514355957	72.63118742729549	74.11881462644098	55.55581094816927	44.90582160369968	52.554674747022965	75.49616503291547	94.49607451629656	130.69779424655792	91.87206923287094	77.66336758974144	56.7334108466771	25.773446529530666	41.882991690075386	95.36114173005616	47.72713232301787	98.33127945974924	43.921262432314045	27.01637783380107	43.15644909942572	12.97833902256978	61.32444990027704	66.03275455502539	0.0	0.0	0.0	67.81375838799873	63.8580528034783	0.0	0.0	21.691819767259208	49.160025106613276	66.52417330161455	12.207611436785228	0.0	0.0	0.0	69.49665819151494	62.285407569618854	0.0	49.40269889962236	69.90419301101318	13.450657991252367	0.0	12.05868058667506	65.40849721582573	65.69621006122199	68.22631700022382	66.07369233160624	0.0	0.0	0.0	0.0	13.38350943991079	0.0	0.0	0.0	0.0
