clade	species	ts	te
0.0	1.0	49.87572077074274	9.130944555961685
0.0	2.0	65.93627198000974	60.72046618415943
0.0	3.0	86.92245040681676	65.73663317577959
0.0	4.0	67.62616046458388	0.0
0.0	5.0	86.31109534048741	0.0
0.0	6.0	38.41063910131469	0.0
0.0	7.0	88.3744914301058	69.8196077167219
0.0	8.0	86.61219080038414	66.06149498299185
0.0	9.0	58.622052573009356	0.0
0.0	10.0	67.4910116742703	0.0
0.0	11.0	34.21904897034923	19.31087153624123
0.0	12.0	67.80401023042128	45.13126803539992
0.0	13.0	85.73743254286511	67.98155503645356
0.0	14.0	50.289026540146565	15.519877003653356
0.0	15.0	47.36695538958665	0.0
0.0	16.0	88.03028277490205	58.37516806993979
0.0	17.0	59.70474387031284	0.0
0.0	18.0	70.79454316461533	46.74226405869067
0.0	19.0	57.18036238847789	9.390537432529513
0.0	20.0	35.59695996607893	0.0
0.0	21.0	49.27297187587975	11.724415651596315
0.0	22.0	75.68965342926111	65.83081469121208
0.0	23.0	97.5130688732376	69.4403687903899
0.0	24.0	131.83050123352047	68.96589929440394
0.0	25.0	93.87772365144423	66.96757339972304
0.0	26.0	82.12371327012043	0.0
0.0	27.0	49.7749448965751	0.0
0.0	28.0	34.440857317582136	0.0
0.0	29.0	43.79058789594936	0.0
0.0	30.0	96.622804730516	15.356883579373987
0.0	31.0	47.882361421373645	0.0
0.0	32.0	99.11667277537231	0.0
0.0	33.0	49.72748527523562	0.0
0.0	34.0	31.59685710769345	0.0
