"np"	"lnLik"	"AICc"	"dAICc"	"AICcwt"
"BM1"	2	-60.6840349774176	125.506000989318	8.44889880433834	0.00795177340903998
"OU1"	3	-55.3890162087689	117.05710218498	0	0.54339928232458
"OUM"	4	-54.484860630514	117.440309496322	0.383207311342474	0.44864894426638
