"np"	"lnLik"	"AICc"	"dAICc"	"AICcwt"
"BM1"	2	-60.6840349774176	125.506000989318	15.4505605839626	0.000428407863309348
"OU1"	3	-55.3890162087689	117.05710218498	7.00166177962424	0.0292760512013398
"OUM"	4	-50.7924260850307	110.055440405355	0	0.970295540935351
