"np"	"lnLik"	"AICc"	"dAICc"	"AICcwt"
"BM1"	2	-60.6840349774188	125.50600098932	8.44889880424944	0.00791131392911485
"OU1"	3	-55.3890162088145	117.057102185071	0	0.540634408199691
"OUM"	4	-54.4735261543176	117.417640543929	0.360538358858562	0.451454277871194
