clade	species	ts	te
0.0	1.0	46.681729948001845	39.10870288744774
0.0	2.0	64.83389017973452	60.92523965066819
0.0	3.0	66.40718282459419	63.22149997558833
0.0	4.0	82.49489815145198	67.15305594351503
0.0	5.0	85.96894091910278	82.94452776038705
0.0	6.0	19.608883185503593	0.0
0.0	7.0	29.96780124056517	15.40740568734595
0.0	8.0	5.983745762588202	0.0
0.0	9.0	84.82765094677269	60.34326927740557
0.0	10.0	77.60609817279477	68.14557367430368
0.0	11.0	6.425217111638595	0.0
0.0	12.0	69.5921307948797	65.59318741966163
0.0	13.0	84.49666840350862	70.0280867852742
0.0	14.0	22.676254919744487	0.0
0.0	15.0	21.848740703331266	0.0
0.0	16.0	28.971767120525424	20.07815756234406
0.0	17.0	52.90218504037306	45.83258786765509
0.0	18.0	58.59921095101436	48.93079208734645
0.0	19.0	70.07832604768105	67.94357996483639
0.0	20.0	84.77585470206542	69.39078509749662
0.0	21.0	46.55543690648074	40.09861705360174
0.0	22.0	30.865961132232528	14.795399321297968
0.0	23.0	71.49813163968713	60.64333957282808
0.0	24.0	21.10334636350116	2.119751301699683
0.0	25.0	58.098997418156365	34.78935659310666
0.0	26.0	66.65051877556054	45.341118841193634
0.0	27.0	34.10020440386303	28.393183225141836
0.0	28.0	6.179014254488555	0.0
0.0	29.0	23.307504027755726	11.872389370178658
0.0	30.0	49.906024802676406	38.979949149350425
0.0	31.0	76.67490900143723	67.69600521162843
0.0	32.0	69.32553877029675	67.7748577057011
0.0	33.0	75.8568978466548	67.31823994831026
0.0	34.0	100.4920278630484	94.46443187134808
0.0	35.0	102.18794790494103	93.64371733753109
0.0	36.0	109.631785463403	98.14888296609041
0.0	37.0	113.27013749690842	94.7809269530811
0.0	38.0	90.68138107928003	69.52566348737962
0.0	39.0	6.518662689390717	0.0
0.0	40.0	64.29384772348624	56.89582971897765
0.0	41.0	49.646557633832536	38.85667984588131
0.0	42.0	46.76572443736127	37.983807403324626
0.0	43.0	31.886909818434304	10.596307885223174
0.0	44.0	77.09257367728911	68.5965558922109
0.0	45.0	6.428989566132543	0.0
0.0	46.0	66.76221148101892	53.762308078776194
0.0	47.0	34.578624969785146	13.736287333737504
0.0	48.0	67.88056849680123	60.82127796479571
0.0	49.0	68.0329007607086	66.33277353713785
0.0	50.0	66.14671493791974	39.64036784191712
0.0	51.0	23.86633077025878	2.416821749214035
0.0	52.0	4.430482723091877	0.0
0.0	53.0	83.45321820700391	67.67035350107267
0.0	54.0	53.45255410247022	39.20914060445312
0.0	55.0	53.45564130268882	39.33731653224498
0.0	56.0	78.29478109602509	70.08503210940248
0.0	57.0	23.05262255082441	0.0
