"Log-likelihood"	"AICc"	"Delta_AICc"	"AICcWt"	"K_rates"
"trait_1_eq"	-53.2555604247298	108.55112084946	27.445656576894	8.69526420570281e-07	1
"trait_1_ard"	-40.496858535267	85.1149291917461	4.00946491918043	0.106754733191901	2
"trait_2_eq"	-38.472471082936	85.3573132998926	4.25184902732698	0.094570154627684	4
"trait_2_ard"	-34.1106268731249	81.1054642725657	0	0.792558602785663	6
"trait_3_eq"	-38.1466628243989	96.2498473879283	15.1443831153627	0.000407821741584513	9
"trait_3_ard"	-31.7333527610305	90.9723234995891	9.86685922702341	0.00570781812674686	12
