"Log-likelihood"	"AICc"	"Delta_AICc"	"AICcWt"	"K_rates"
"trait_1_eq"	-37.5159611176553	77.0773767807651	31.5501497905	1.15003878227144e-07	1
"trait_1_ard"	-24.0694171576491	52.2767653497809	6.74953835951585	0.0279316654898491	2
"trait_2_eq"	-18.5283193774855	45.5272269902651	0	0.816094525880248	4
"trait_2_ard"	-17.9303028359873	48.8726538647457	3.34542687448061	0.153211106521343	6
"trait_3_eq"	-18.3670308948911	56.9840617897822	11.4568347995171	0.0026541190428663	9
"trait_3_ard"	-17.6634691684322	63.3788863888125	17.8516593985474	0.000108468061815799	12
