"Log-likelihood"	"AICc"	"Delta_AICc"	"AICcWt"	"K_rates"
"trait_1_eq"	-13.4552444594711	28.9559434643968	0	0.610560674819707	1
"trait_1_ard"	-12.9485691474718	30.0350693294265	1.07912586502968	0.355958710203673	2
"trait_2_eq"	-13.455244443022	35.3810771213382	6.42513365694144	0.024576995068726	4
"trait_2_ard"	-12.2240540110897	37.4601562149504	8.50421275055366	0.00869085478619929	6
"trait_3_eq"	-12.3491530836624	44.9483061673248	15.992362702928	0.000205603920418908	9
"trait_3_ard"	-11.8054529165174	51.6628538849828	22.7069104205861	7.1612012751273e-06	12
