"Log-likelihood"	"AICc"	"Delta_AICc"	"AICcWt"	"K_rates"
"trait_1_eq"	-13.4552444433938	28.9504888867875	0	0.608583166981628	1
"trait_1_ard"	-12.9485691315969	30.0183503844059	1.06786149761841	0.356809786792317	2
"trait_2_eq"	-13.4552444430725	35.3228600201657	6.37237113337816	0.0251522665007777	4
"trait_2_ard"	-12.2240429109811	37.3322963482779	8.38180746149042	0.00920944739334334	6
"trait_3_eq"	-12.3491860530931	44.6548938453167	15.7044049585292	0.000236674641719792	9
"trait_3_ard"	-11.8828763439595	51.2713706654471	22.3208817786596	8.65769021470141e-06	12
