"np"	"lnLik"	"AICc"	"dAICc"	"AICcwt"
"BM1"	2	-64.7955439188534	133.729018872189	10.749237787557	0.00245737911836498
"OU1"	3	-58.3503556585953	122.979781084633	0	0.53044393902692
"OUM"	4	-57.3817701558849	123.234128547064	0.254347462431383	0.467098681854715
