"np"	"lnLik"	"AICc"	"dAICc"	"AICcwt"
"BM1"	2	-53.69567998839	111.529291011263	4.92245226068482	0.0455920216203007
"OU1"	3	-50.163884491568	106.606838750578	0	0.534300741675097
"OUM"	4	-49.3085741205549	107.087736476404	0.480897725826068	0.420107236704603
