"np"	"lnLik"	"AICc"	"dAICc"	"AICcwt"
"BM1"	2	-58.5193012075859	121.176533449655	7.58628429035046	0.0116868560603656
"OU1"	3	-53.6555896959312	113.590249159304	0	0.518845910327089
"OUM"	4	-52.6598388975876	113.790266030469	0.200016871165218	0.469467233612545
