"np"	"lnLik"	"AICc"	"dAICc"	"AICcwt"
"BM1"	2	-65.1614322388221	134.460795512127	12.0265749946555	0.00134386888950286
"OU1"	3	-58.0775753750148	122.434220517471	0	0.549407366709921
"OUM"	4	-57.1830795480061	122.836747331306	0.402526813834953	0.449248764400576
