"np"	"lnLik"	"AICc"	"dAICc"	"AICcwt"
"BM1"	2	-71.3019164716303	146.741763977743	14.0319506210978	0.000490363458567125
"OU1"	3	-63.2153717946018	132.709813356646	0	0.54640851933332
"OUM"	4	-62.306864143194	133.084316521682	0.374503165036515	0.453101117208113
