"np"	"lnLik"	"AICc"	"dAICc"	"AICcwt"
"BM1"	2	-81.858734036109	167.855399106701	22.9087382817185	5.40538382281178e-06
"OU1"	3	-69.3729928720518	145.025055511545	0.0783946865630867	0.490199268924885
"OUM"	4	-68.2380362948441	144.946660824982	0	0.509795325691292
