"np"	"lnLik"	"AICc"	"dAICc"	"AICcwt"
"BM1"	2	-169.355273037131	342.848477108744	170.191427817	9.01938983696037e-38
"OU1"	3	-84.6795448374147	175.638159442271	2.98111015052783	0.183838428277836
"OUM"	4	-82.0932305282246	172.657049291743	0	0.816161571722164
