"np"	"lnLik"	"AICc"	"dAICc"	"AICcwt"
"BM1"	2	-60.4562243050101	125.050379644503	8.46485543276266	0.00762338805756048
"OU1"	3	-55.1532272221493	116.58552421174	0	0.525131451068704
"OUM"	4	-54.1742625127907	116.819113260875	0.233589049135034	0.467245160873736
