"np"	"lnLik"	"AICc"	"dAICc"	"AICcwt"
"BM1"	2	-74.6631012363939	153.464133507271	17.03655653731	0.000103792623161488
"OU1"	3	-65.0742536012594	136.427576969961	0	0.519526536494374
"OUM"	4	-64.0568563022419	136.584300839778	0.156723869817284	0.480369670882465
