"np"	"lnLik"	"AICc"	"dAICc"	"AICcwt"
"BM1"	2	-68.7120890468642	141.562109128211	13.3126599607725	0.000707910615243967
"OU1"	3	-60.9851896999984	128.249449167439	0	0.550536103694735
"OUM"	4	-60.093843725246	128.658275685786	0.408826518347411	0.448755985690021
