"np"	"lnLik"	"AICc"	"dAICc"	"AICcwt"
"BM1"	2	-89.1961475157512	182.530226065985	26.2465217360383	1.06901632343244e-06
"OU1"	3	-75.1425010594594	156.564071886361	0.280367556413609	0.465010837874028
"OUM"	4	-73.9065580473264	156.283704329947	0	0.534988093109648
