"np"	"lnLik"	"AICc"	"dAICc"	"AICcwt"
"BM1"	2	-57.0262360058241	118.190403046131	7.33725369196611	0.0137143046031241
"OU1"	3	-52.2870397933615	110.853149354165	0	0.53757391439758
"OUM"	4	-51.3719660566552	111.214520348604	0.361370994439682	0.448711780999296
