"np"	"lnLik"	"AICc"	"dAICc"	"AICcwt"
"BM1"	2	-56.6301278207249	117.398186675933	6.60702839118994	0.0188095148293476
"OU1"	3	-52.2560442586504	110.791158284743	0	0.51177089047286
"OUM"	4	-51.2466650433873	110.963918322069	0.1727600373261	0.469419594697792
