"np"	"lnLik"	"AICc"	"dAICc"	"AICcwt"
"BM1"	2	-114.369207275634	232.876345585752	112.976489425749	2.93404674559915e-25
"OU1"	3	-83.0177013284092	172.31447242426	52.4146162642576	4.15251005442007e-12
"OUM"	4	-55.7146339623543	119.899856160003	0	0.999999999995848
