"np"	"lnLik"	"AICc"	"dAICc"	"AICcwt"
"BM1"	2	-71.1527809137921	146.443492862067	23.7277005857269	6.95877928262452e-06
"OU1"	3	-62.6650455105429	131.609160788528	8.89336851218754	0.0115815675074725
"OUM"	4	-57.122602020523	122.71579227634	0	0.988411473713245
