"np"	"lnLik"	"AICc"	"dAICc"	"AICcwt"
"BM1"	2	-65.9862218631712	136.110374760825	19.1238365285967	6.8217747574504e-05
"OU1"	3	-58.8178986994728	123.914867166387	6.92832893415894	0.0303471703007231
"OUM"	4	-54.2579749984672	116.986538232229	0	0.969584611951702
