"np"	"lnLik"	"AICc"	"dAICc"	"AICcwt"
"BM1"	2	-64.9267615908715	133.991454216226	17.3349876738191	0.000166323426954393
"OU1"	3	-58.5555567840432	123.390183335528	6.73371679312176	0.033341884828998
"OUM"	4	-54.0929391535562	116.656466542407	0	0.966491791744048
