"np"	"lnLik"	"AICc"	"dAICc"	"AICcwt"
"BM1"	2	-64.7955439188511	133.729018872185	19.0475287015775	7.19534609637481e-05
"OU1"	3	-58.3503556590055	122.979781085453	8.29829091484542	0.0155317008105303
"OUM"	4	-53.1054509676567	114.681490170607	0	0.984396345728506
