"np"	"lnLik"	"AICc"	"dAICc"	"AICcwt"
"BM1"	2	-120.202269819942	244.542470674368	123.03604720725	1.91894183634658e-27
"OU1"	3	-83.9221544211707	174.123378609783	52.6169551426654	3.75295505598952e-12
"OUM"	4	-56.5179176159119	121.506423467118	0	0.999999999996247
