"np"	"lnLik"	"AICc"	"dAICc"	"AICcwt"
"BM1"	2	-99.6816152381574	203.501161510798	42.1828811199317	6.80044527082871e-10
"OU1"	3	-81.560887057703	169.400843882848	8.08256349198194	0.0172713879057879
"OUM"	4	-76.4238460777859	161.318280390866	0	0.982728611414167
