"np"	"lnLik"	"AICc"	"dAICc"	"AICcwt"
"BM1"	2	-191.889114524746	387.916160083976	254.82411675367	4.63069437892692e-56
"OU1"	3	-86.1861414906423	178.651352748726	45.559309418421	1.27915054460803e-10
"OUM"	4	-62.3107275475056	133.092043330305	0	0.999999999872085
