"np"	"lnLik"	"AICc"	"dAICc"	"AICcwt"
"BM1"	2	-62.5273758786553	129.192682791793	16.4519453513743	0.000261084836676466
"OU1"	3	-56.9304808419613	120.140031451364	7.39929401094537	0.0241290326679563
"OUM"	4	-52.1350746025625	112.740737440419	0	0.975609882495367
