"np"	"lnLik"	"AICc"	"dAICc"	"AICcwt"
"BM1"	2	-78.1291077545942	160.396146543671	28.363923187529	6.85937941181534e-07
"OU1"	3	-67.4261334785731	141.131336724588	9.09911336844584	0.0104612872012764
"OUM"	4	-61.780817560424	132.032223356142	0	0.989538026860782
