"np"	"lnLik"	"AICc"	"dAICc"	"AICcwt"
"BM1"	2	-57.162937810979	118.463806656441	15.1567634849518	0.000501479754374291
"OU1"	3	-52.4643945011731	111.207858769788	7.90081559829902	0.0188739355867565
"OUM"	4	-47.4182274680975	103.307043171489	0	0.980624584658869
