"np"	"lnLik"	"AICc"	"dAICc"	"AICcwt"
"BM1"	2	-76.115262828609	156.368456691701	25.4132096255349	2.97633345811923e-06
"OU1"	3	-66.3347204661252	138.948510699692	7.99326363352642	0.0180457441680534
"OUM"	4	-61.2423294154358	130.955247066166	0	0.981951279498488
