"np"	"lnLik"	"AICc"	"dAICc"	"AICcwt"
"BM1"	2	-70.0505772435986	144.23908552168	22.8613513338349	1.07282799435438e-05
"OU1"	3	-61.9711397283807	130.221349224203	8.84361503635819	0.0118697851719952
"OUM"	4	-56.4535729762755	121.377734187845	0	0.988119486548061
