"np"	"lnLik"	"AICc"	"dAICc"	"AICcwt"
"BM1"	2	-70.9252648014154	145.988460637314	22.2839427437875	1.42705090435757e-05
"OU1"	3	-62.8830051941126	132.045080155667	8.34056226214103	0.0152126917801725
"OUM"	4	-57.616964829116	123.704517893526	0	0.984773037710784
