"np"	"lnLik"	"AICc"	"dAICc"	"AICcwt"
"BM1"	2	-60.0106098169124	124.159150668308	16.6981940823825	0.000233621411984955
"OU1"	3	-54.9684892988973	116.216048365236	8.75509177931137	0.0123975364588728
"OUM"	4	-49.4951841753155	107.460956585925	0	0.987368842129142
