clade	species	ts	te
0.0	1.0	50.01218437106623	10.670256005769023
0.0	2.0	65.35923860836238	61.34889775729476
0.0	3.0	90.7032174870955	65.69151269784251
0.0	4.0	73.77970879799905	0.0
0.0	5.0	87.36866713705236	0.0
0.0	6.0	40.141859354786625	0.0
0.0	7.0	88.62128381344466	68.84514298563032
0.0	8.0	85.84440797184071	65.40889277719765
0.0	9.0	62.33822261864792	0.0
0.0	10.0	63.35676671707368	0.0
0.0	11.0	36.35256431508054	17.057365452660964
0.0	12.0	63.99511127549049	44.6212481889113
0.0	13.0	85.12007399311585	68.24371736194902
0.0	14.0	49.678069882440646	12.771760995420964
0.0	15.0	47.29486449334802	0.0
0.0	16.0	87.98158474402437	61.75257973205328
0.0	17.0	58.88138754467516	0.0
0.0	18.0	68.31641871210337	50.51000821543911
0.0	19.0	59.916375363663505	10.867371267686202
0.0	20.0	35.978945249063564	0.0
0.0	21.0	49.46123000602194	11.725973602654827
0.0	22.0	74.96774505012355	65.47938790222176
0.0	23.0	97.71162089825106	67.93533638739899
0.0	24.0	128.09618282905043	68.857719205462
0.0	25.0	94.18133023795225	66.58676588342188
0.0	26.0	83.92214232299361	0.0
0.0	27.0	49.27666474516483	0.0
0.0	28.0	36.00372443272873	0.0
0.0	29.0	41.82166378969334	0.0
0.0	30.0	97.2510258344069	12.916026090157393
0.0	31.0	48.042178404974166	0.0
0.0	32.0	100.53030919260078	0.0
0.0	33.0	49.884215935777036	0.0
0.0	34.0	31.994477856344822	0.0
