Order	Family	Genus	Species	Ts_rep_1	Te_rep_1	Ts_rep_2	Te_rep_2	Ts_rep_3	Te_rep_3	Ts_rep_4	Te_rep_4	Ts_rep_5	Te_rep_5	Ts_rep_6	Te_rep_6	Ts_rep_7	Te_rep_7	Ts_rep_8	Te_rep_8	Ts_rep_9	Te_rep_9	Ts_rep_10	Te_rep_10	Ts_rep_11	Te_rep_11	Ts_rep_12	Te_rep_12	Ts_rep_13	Te_rep_13	Ts_rep_14	Te_rep_14	Ts_rep_15	Te_rep_15	Ts_rep_16	Te_rep_16	Ts_rep_17	Te_rep_17	Ts_rep_18	Te_rep_18	Ts_rep_19	Te_rep_19	Ts_rep_20	Te_rep_20
Squaliformes	Oxynotidae	Oxynotus	Oxynotus_crochardi	22.566882270435	19.9386887644506	23.5542668600303	21.8260265057883	23.5620994876515	21.6564213819729	22.9908929470471	21.6220927504664	22.0499623504625	20.1603212830547	21.6706113136546	19.5790898143309	23.9910116912408	21.5794916376373	21.3751880441277	19.5436959788391	21.5391966857876	19.7168715735202	23.7737434259897	21.4397431523983	21.8116491292831	20.0196823399716	22.0936211582727	20.6408468756456	23.0810858314903	20.9563422451924	23.6387254958195	21.6405036295707	23.6776657598367	21.6823129053713	21.5936815686995	19.7121570318032	22.3416528407858	20.6499720331215	23.9846751544607	21.8328604341785	24.021642092257	21.3606081792951	22.2531964480175	20.5200812242866
Squaliformes	Etmopteridae	Paraetmopterus	Paraetmopterus_horvathi	23.0561743035019	11.3992944258838	23.4141185955501	12.0715815500553	23.9408795122868	12.1197771689661	22.3351423493678	12.1541709577479	22.4355329327191	11.9978496793406	23.4408682084311	11.0718310499636	23.7120098402445	12.2925039946315	23.158793445305	10.7567502165135	22.2983347625098	12.4034880501399	22.5996376655031	11.2693326640746	22.4337129887179	12.0821740233402	22.5589683074738	11.5009170936961	21.8544885838059	11.02071161034	24.1146966485022	11.1992843181542	23.4573843745801	12.1184796666042	24.2520913598869	10.9682075530105	22.1987249498997	10.8571708970298	23.5790716411422	12.5899578143204	24.3955519968814	12.3786981537708	24.2800816656987	11.1690382296648
Squaliformes	Etmopteridae	Paraetmopterus	Paraetmopterus_nolfi	48.9272488675111	39.0198206111114	50.0240269230024	40.2117189695424	49.5244113339755	39.0256638698318	48.5562334366687	39.2911731115014	50.6046895901798	37.6399084828233	48.8222589030206	38.298879203356	48.88876059655	39.0909579571927	49.8302760564358	37.6886982434412	49.5566668143311	37.5301885886459	48.6022950123071	38.3508159497172	49.2084286323482	39.5541724713597	48.6127950283889	39.1600003866648	49.1557921298829	37.320205684518	49.582536251747	39.8172474938246	49.0631539797539	37.6041506949313	49.6188543050358	38.5604872627881	49.0894724493848	39.659553469024	48.5329088200219	38.9913161331217	49.5218063727096	37.2146685604546	50.0454084235835	40.3777079745913
Squaliformes	Etmopteridae	Proetmopterus	Proetmopterus_hemmooriensis	77.6246372126577	65.8852452603687	76.8908576817383	66.4237218534434	75.7759489037139	65.9786388709502	77.9553958086071	65.2067063688743	77.8292636706044	67.0747491507044	75.5918387852162	65.5320029825631	76.4393365757729	65.6697566584934	74.4544993137877	66.4233014443792	77.2552987238983	65.99974113955	76.3963021936557	66.7624152814259	74.9425931341356	67.7582658246857	77.432377360293	67.7777970464733	75.4024221355478	66.2937062682761	76.2297304516462	65.5103223276748	76.5301195028456	65.5997068170141	73.8313943628109	67.0313359772676	77.9585934029756	65.2005152435304	74.8532043339396	65.8139871470394	77.5083980791469	65.64395290562	76.7159422900918	67.4215475273701
Squaliformes	Etmopteridae	Proetmopterus	Proetmopterus_lukasi	67.5453272063489	65.9126192950389	66.9668049511073	65.934212757335	71.2344155652468	66.1483585050065	69.1039348415821	67.0718651022985	70.3132825036765	68.4370331781956	68.3831798293555	66.0066992454859	69.4354180782283	66.0108946734161	68.1505771064125	66.6689119170889	69.3131837189933	65.3904127044922	68.1708376480795	65.7263221024964	71.2005316078595	66.6100155205895	71.9255759151465	66.8646765692476	69.9193476362747	66.9162636718962	70.6943555944034	67.1332153365616	68.0922715344816	65.4942156141672	70.81449505393	66.5062378414289	70.6143614524484	67.7666733683074	68.2515281452501	66.7155862256748	70.6353030659551	65.7726948452255	69.5273625143316	65.6827273885093
Squaliformes	Centrophoridae	Protocentrophorus	Protocentrophorus_balticus	97.1521256302251	94.5512912856905	96.3648027686001	94.6914168369873	95.1469594159207	94.4670843631683	94.3792815233985	93.8579026930799	94.9450444574033	94.4811134037293	96.2093341078609	94.6193891390012	94.5474122075482	94.211437627829	94.2846625212827	93.8066719607857	94.9566313297547	94.2634126744177	95.2004722774207	94.6894775062034	94.4854350356999	93.9968120635932	96.2165625598991	94.6617374922749	96.1862300937123	94.5896881613602	95.0697502938155	94.7592333532409	94.7722202867935	94.3360610707098	94.6038246301072	94.1159219210334	94.8879412677145	94.5140885169326	94.22998821974	93.7225857633509	95.3428094299831	94.6609429311239	94.7243320377695	94.4817043306733
Squaliformes	Centrophoridae	Protocentrophorus	Protocentrophorus_steviae	73.7594388868398	66.0161331744117	77.2106132844764	74.302211856601	74.3239224149986	65.4145197126299	82.3837336028403	73.1582108322691	75.4487599534936	73.1083218813389	77.0548285477021	70.2520370948262	75.2179304125924	65.7646860176836	76.0962869252411	69.6930973242124	74.7980135716373	71.2155329295816	84.476054042053	73.5105824406126	78.5715858127475	72.6280507643753	76.9561610079812	68.5560793871126	84.0411104759427	72.7542450536929	80.9479308337639	70.8041585755405	74.3704002188892	71.7529331312095	78.7264638465078	74.3016456971275	78.0803483114303	74.3815455392716	77.0040901039688	68.0907020551928	74.6134394502198	69.0796155297611	75.3377969363496	65.7280814445364
Squaliformes	Squalidae	Protosqualus	Protosqualus_albertsi	127.541506897927	126.137186091224	131.206609209727	129.712676659544	129.050514257749	127.661804727908	126.873772257414	125.62835585049	127.443091892716	126.014915207873	127.917510519274	126.529994100575	131.017383564028	129.602686454063	129.00180442843	127.610585017642	127.116787945852	125.686048432899	127.881984434132	126.53487707083	128.311136492974	126.881049754975	127.888054574602	126.300718286215	130.517358896456	128.9994576834	130.480024321636	129.211875695254	130.508625572168	129.000621222708	128.076501302611	126.911759728842	130.302832683598	128.927740836365	130.151916777207	128.66434909826	128.316071664617	126.796302408389	127.650647454548	126.4124286263
Squaliformes	Squalidae	Protosqualus	Protosqualus_barringtonensis	101.213805039378	93.3828017946292	99.8565673485994	94.6769001507619	99.5430787434992	93.7393245474878	100.613801754852	94.2857316084802	100.973043387764	94.6508433093853	99.7140744808494	93.9002510055008	100.479651483203	94.4285871910248	98.5417537560349	93.9510021728832	100.606154212562	93.3861242426554	100.263233711832	94.070050511412	100.966552603613	93.6719209541859	101.447034731773	94.5517563119004	100.543951584566	93.4673881341581	101.375616235637	94.356335118906	99.6342673853358	93.7750219734065	101.3973788563	94.2372098654007	101.939246257927	94.4257375780215	100.930853562493	94.3752494311037	101.940904420048	93.5342288297863	101.32066195249	94.8021332870007
Squaliformes	Squalidae	Protosqualus	Protosqualus_glickmani	102.242552273626	93.7399070712915	106.641494084714	93.4392484034005	105.862110322513	93.4665662618448	102.846663726631	93.4731034953383	103.368576428029	94.4520148619655	104.094894551075	93.3564847759172	105.925048135398	94.0519578964516	108.747006923822	93.931652488096	108.119372701083	93.6603050249613	101.773917054576	94.6861152546825	109.165869944947	93.4814479863032	108.060128832373	93.5316473026722	106.68845067835	93.7331609873576	107.675035953555	94.7667233352275	107.813066017439	94.5569170190069	101.836923665862	94.3121653920412	108.547450381713	94.288484541171	109.454532875708	93.4534789880825	104.657781368938	94.5810475113353	103.777233827188	94.5697134889362
Squaliformes	Squalidae	Protosqualus	Protosqualus_pachyrhiza	109.520014648224	98.1202240695747	110.998735596371	98.085339125055	109.434983247272	102.492163682968	111.141371696119	103.545901091849	111.064734408791	99.191271171321	109.792414829119	99.3546705599364	110.142031833145	101.277003814359	109.179754470185	105.058887509535	110.441822176438	99.3975201915944	110.396846530388	100.011355959785	109.233535707632	102.471118246195	111.161822556028	98.5779394129787	110.654703133987	98.2683623588479	109.945143271435	103.309115942037	110.431953136749	99.2701736099142	110.957576091018	106.341794827355	111.731652478482	100.726252732231	112.03194823	100.016240283861	111.420127699522	98.5979546223041	109.679336062744	104.703842689221
Squaliformes	Squalidae	Protosqualus	Protosqualus_sigei	113.887490749221	94.5301838560617	113.312605951937	94.7002139500336	111.828069834663	94.7925963769256	111.786166150789	94.9136645645324	113.61729360727	94.7700633981126	113.984606042537	94.6980537914122	113.731407493207	94.7706722546396	112.088472778452	94.665111866128	111.668516903001	94.7286364238593	113.554299591611	94.7617653593633	113.79724467826	94.7578239833863	112.369017420186	94.7178537398796	111.766947646332	94.7528837992894	111.772279395593	94.8970759952583	113.580698081827	94.7416849493269	112.164728179374	94.7029433558313	113.239593507808	94.8140518394245	114.132999311431	94.6402828965304	114.132424214925	94.7736207350279	113.918250194975	94.9453057954328
Squaliformes	Somniosidae	Protoxynotus	Protoxynotus_mayrmelnhofi	69.9348168992081	68.5681503652992	69.4289585942442	68.2734404708557	70.1839955138733	68.6369261365989	66.6969880354648	65.6547527638311	67.1425507477292	66.0039453351874	68.4405431974095	66.8097398085512	67.2768741201819	65.535798823559	70.3867666053843	69.0393675726583	66.8026159664524	65.8773295667168	69.6101418978894	68.2335475887521	68.8533019716782	67.4489516492413	68.8170806176933	67.5795464901639	69.4416774929916	68.0866058648276	68.8980633421347	67.4776528125262	67.8203446154145	66.458357757369	70.6625801287923	69.0704015321803	68.2995894772996	66.6726672628296	71.0463221001278	69.2797466898487	68.0494969854322	66.4835761557895	70.1093484488119	68.3398457907041
Squaliformes	Somniosidae	Protoxynotus	Protoxynotus_misburgensis	92.2563138360934	72.2339336526239	90.844865663215	71.6037849675349	91.2163173899569	73.0357741541734	90.823384385296	72.7633581485609	91.5185005075081	73.9371491274903	90.764970770368	72.9831022158435	90.2904639919167	70.9449915357327	91.0210382822312	73.7774712861042	91.9541644683299	72.289773256128	90.8613508492281	72.1848914030612	90.8902956157241	71.9355607749404	91.0990002252204	70.6720163218981	91.1861899799907	73.8083089639691	90.2647950117875	71.2103773426901	90.4350537145366	73.0693929782785	91.7456300271768	73.0621899352205	90.3603451458257	73.9525588169807	91.2180240349583	71.1082995419918	91.1805229637665	71.9110414658539	90.3601564522727	73.9905808188479
Squaliformes	Somniosidae	Rhinoscymnus	Rhinoscymnus_clarki	73.5278139182809	71.9654574652794	75.4694186696844	73.6419102670539	73.1777938488807	71.5046626375052	75.3171121899549	72.4421101560918	73.3288114911017	71.8616166772569	77.3571926334628	74.6386465684191	73.6057125816189	71.7914307983931	73.1442027900535	71.6371130906811	77.2416576998467	74.4778480513597	73.7162591674478	71.9607691279542	74.24240944337	72.0893901728788	74.1180211998439	71.0311743239038	72.9567757901786	71.3226370972519	76.5380958235374	74.055027204102	77.1720603110213	74.2408770321559	75.6348286697671	74.027620335265	73.5371807039692	72.0650220546443	77.5427149937618	74.914486176972	77.3801019123178	74.488715600825	73.8072807342709	72.1221907947716
Squaliformes	Somniosidae	Rhinoscymnus	Rhinoscymnus_rostratus	5.98613636071963	0	6.14483537015132	0	5.94035768021198	0	6.54710533656862	0	6.1688550654617	0	6.23106278145088	0	6.23052646490467	0	6.1068679064673	0	6.17527085817898	0	6.17073641937989	0	6.23351481623356	0	6.119900071306	0	6.13968079211531	0	6.06152599301084	0	6.15032949596376	0	5.91916259849568	0	6.23227374115551	0	6.14816282590382	0	6.18305980312388	0	6.65599032411235	0
Squaliformes	Somniosidae	Rhinoscymnus	Rhinoscymnus_viridiadamas	28.4396870817867	27.0744357146122	25.9550162744692	24.3463036035896	26.9439459613745	25.5924700389391	28.7060886765121	25.621469754787	27.7076188709493	26.0955532893855	25.8796333821372	23.8978816071295	26.167360967095	24.554110786067	28.2205346869235	25.225349602887	24.1560072324332	22.5250616410214	27.5459952314092	26.0102340411858	25.5093391371378	23.8594319716382	27.7683185028537	25.6774579404045	25.4128703214965	23.3427607724382	24.1546771893712	22.0942179757297	24.4280974430609	22.5341382838372	27.6401787509143	25.0651595441303	25.1164231890173	23.4872867395747	26.1049819703093	24.6725253483291	27.6832218361448	26.0551878592014	27.7035551971113	26.3889113694481
Squaliformes	Somniosidae	Scymnodalatias	Scymnodalatias_cigalafulgosii	45.4773038469403	41.0181511778898	44.5737642758745	42.554936455556	45.1796451570715	42.5154994805383	45.1006539306875	42.4031233544712	44.6428729277179	42.4568447132883	45.3788817908605	41.7814637020017	45.7487196334603	41.3804561087729	45.0561558541808	41.9653941751549	45.0508390461842	42.2083832986332	45.1320175812198	42.0925917407886	44.8591103261307	42.0240371287842	45.0103342600972	41.7792226806929	45.2238986417318	42.260749546079	44.5355263257829	42.3525272909627	45.1010204255292	42.327698952193	44.6742496751028	41.7447941339249	45.2380740036907	41.2931617369959	44.8584813835522	41.8397127607087	45.6783306868016	42.2624378731045	44.0675523722399	42.1136869411976
