"np"	"lnLik"	"AICc"	"dAICc"	"AICcwt"
"BM1"	2	-59.1720636332678	122.482058301018	7.73343241664978	0.0134426904981866
"OU1"	3	-54.2347780584633	114.748625884369	0	0.64236180829031
"OUM"	4	-53.7629607203821	115.996509676058	1.24788379168974	0.344195501211504
