"np"	"lnLik"	"AICc"	"dAICc"	"AICcwt"
"BM1"	2	-53.5079539576954	111.153838949874	4.67761324336207	0.054181571598166
"OU1"	3	-50.0985779695349	106.476225706512	0	0.561800870918179
"OUM"	4	-49.3832779263497	107.237144087993	0.760918381481872	0.384017557483655
