"np"	"lnLik"	"AICc"	"dAICc"	"AICcwt"
"BM1"	2	-65.9862218631712	136.110374760825	12.1955075944377	0.00152580475228936
"OU1"	3	-58.8178986994728	123.914867166387	0	0.678765545766623
"OUM"	4	-58.4750051293638	125.420598494022	1.50573132763432	0.319708649481088
