"np"	"lnLik"	"AICc"	"dAICc"	"AICcwt"
"BM1"	2	-142.138479838202	288.414890710887	116.92952227886	3.33313340672988e-26
"OU1"	3	-84.1190107232986	174.517091214039	3.03172278201137	0.180071759279139
"OUM"	4	-81.5073900983667	171.485368432028	0	0.819928240720861
