"np"	"lnLik"	"AICc"	"dAICc"	"AICcwt"
"BM1"	2	-74.6631012363944	153.464133507272	17.036556536507	0.000103662594334532
"OU1"	3	-65.0742536016614	136.427576970765	0	0.518875686311764
"OUM"	4	-64.0542484939482	136.579085223191	0.151508252425884	0.481020651093902
