"np"	"lnLik"	"AICc"	"dAICc"	"AICcwt"
"BM1"	2	-77.1618894072786	158.46170984904	18.7242911082041	5.18342090744167e-05
"OU1"	3	-66.729174486697	139.737418740836	0	0.603315702780919
"OUM"	4	-66.0528458000118	140.576279835318	0.838861094481871	0.396632463010007
