"np"	"lnLik"	"AICc"	"dAICc"	"AICcwt"
"BM1"	2	-114.369207275634	232.876345585752	63.3581501681923	1.39980130120138e-14
"OU1"	3	-83.0177013284092	172.31447242426	2.79627700670105	0.198111669016441
"OUM"	4	-80.5238035911326	169.518195417559	0	0.801888330983545
