"np"	"lnLik"	"AICc"	"dAICc"	"AICcwt"
"BM1"	2	-58.8255197588672	121.788970552217	7.77097982025082	0.0114981494561284
"OU1"	3	-53.8694604822622	114.017990731966	0	0.559853988935102
"OUM"	4	-53.0407415175764	114.552071270447	0.534080538480666	0.428647861608769
