"np"	"lnLik"	"AICc"	"dAICc"	"AICcwt"
"BM1"	2	-69.3058441909315	142.749619416346	13.5862389890889	0.000636867582521582
"OU1"	3	-61.7168737363678	129.712817240177	0.549436812920533	0.431474134856887
"OUM"	4	-60.3463960959814	129.163380427257	0	0.567888997560591
