"np"	"lnLik"	"AICc"	"dAICc"	"AICcwt"
"BM1"	2	-121.182006666118	246.501944366719	75.546910214065	3.2591473691088e-17
"OU1"	3	-83.9078523949341	174.09477455731	3.13974040465598	0.17223489620548
"OUM"	4	-81.24222295868	170.955034152654	0	0.82776510379452
