"np"	"lnLik"	"AICc"	"dAICc"	"AICcwt"
"BM1"	2	-84.934976362316	174.007883759115	21.8320461759737	1.12994370220122e-05
"OU1"	3	-72.9483839078496	152.175837583141	0	0.622050147463519
"OUM"	4	-72.3509137618768	153.172415759048	0.996578175906706	0.377938553099459
